Behavior,Timestamp,Together,Note,Date,Activity_Type
Exploring,2025-07-10 20:26:07.603000+00:00,No,No note provided,2025-07-10,Solo
Cuddling,2025-07-10 21:46:07.293000+00:00,Yes,No note provided,2025-07-10,Shared
Resting,2025-07-10 22:42:34.664000+00:00,No,No note provided,2025-07-10,Solo
Running,2025-07-11 09:13:09.375000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-11 09:32:41.068000+00:00,Yes,No note provided,2025-07-11,Shared
Hiding,2025-07-11 10:57:49.235000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 12:18:15.269000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-11 13:40:15.591000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 14:21:03.556000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-11 15:06:40.818000+00:00,No,No note provided,2025-07-11,Solo
Resting,2025-07-11 15:54:38.780000+00:00,No,No note provided,2025-07-11,Solo
Eating,2025-07-11 17:33:53.145000+00:00,Yes,No note provided,2025-07-11,Shared
Running,2025-07-11 18:56:49.083000+00:00,Yes,No note provided,2025-07-11,Shared
Grooming,2025-07-11 19:44:46.979000+00:00,Yes,No note provided,2025-07-11,Shared
Exploring,2025-07-11 20:36:34.203000+00:00,No,No note provided,2025-07-11,Solo
Exploring,2025-07-11 22:09:29.389000+00:00,No,No note provided,2025-07-11,Solo
Resting,2025-07-11 22:48:48.490000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-12 00:25:05.033000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 09:54:41.491000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 11:14:46.675000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 13:14:03.113000+00:00,Yes,No note provided,2025-07-12,Shared
Exploring,2025-07-12 15:01:35.919000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 16:18:39.657000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 18:12:54.613000+00:00,Yes,Asking for food,2025-07-12,Shared
Eating,2025-07-12 19:41:14.026000+00:00,Yes,No note provided,2025-07-12,Shared
Grooming,2025-07-12 20:49:30.711000+00:00,Yes,No note provided,2025-07-12,Shared
Cuddling,2025-07-12 22:34:04.106000+00:00,Yes,No note provided,2025-07-12,Shared
Playing,2025-07-13 07:54:46.498000+00:00,Yes,No note provided,2025-07-13,Shared
Cuddling,2025-07-13 09:05:16.264000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 09:51:31.352000+00:00,No,No note provided,2025-07-13,Solo
Hiding,2025-07-13 11:15:37.803000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 12:58:56.759000+00:00,No,No note provided,2025-07-13,Solo
Exploring,2025-07-13 14:40:08.276000+00:00,No,No note provided,2025-07-13,Solo
Alert,2025-07-13 16:30:26.598000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 17:20:23.748000+00:00,No,No note provided,2025-07-13,Solo
Eating,2025-07-13 17:57:42.170000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 21:14:09.447000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 22:21:39.673000+00:00,Yes,No note provided,2025-07-13,Shared
Resting,2025-07-13 23:11:26.734000+00:00,No,No note provided,2025-07-13,Solo
Exploring,2025-07-14 07:35:02.773000+00:00,No,No note provided,2025-07-14,Solo
Eating,2025-07-14 09:28:28.995000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 09:56:45.577000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 12:02:18.132000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 12:58:00.525000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 14:09:05.972000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 15:55:12.509000+00:00,No,No note provided,2025-07-14,Solo
Cuddling,2025-07-14 17:03:56.057000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 17:55:34.694000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-14 18:29:15.083000+00:00,Yes,No note provided,2025-07-14,Shared
Playing,2025-07-14 19:07:10.540000+00:00,Yes,The male is trying to mount female,2025-07-14,Shared
Eating,2025-07-14 20:34:20.045000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 21:55:59.432000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 22:36:25.764000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-15 06:47:55.536000+00:00,Yes,No note provided,2025-07-15,Shared
Eating,2025-07-15 08:29:03.754000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-07-15 09:08:35.124000+00:00,No,"Close to one another, but different activities",2025-07-15,Solo
Resting,2025-07-15 10:15:56.045000+00:00,No,No note provided,2025-07-15,Solo
Cuddling,2025-07-15 11:07:00.059000+00:00,Yes,No note provided,2025-07-15,Shared
Hiding,2025-07-15 12:22:01.420000+00:00,Yes,Loud rain and thunder outside,2025-07-15,Shared
Resting,2025-07-15 13:57:56.652000+00:00,Yes,Looking very relaxed and content,2025-07-15,Shared
Hiding,2025-07-15 14:43:03.227000+00:00,No,No note provided,2025-07-15,Solo
Hiding,2025-07-15 15:00:32.827000+00:00,No,No note provided,2025-07-15,Solo
Resting,2025-07-15 16:16:39.168000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-07-15 16:53:56.569000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-10-19 15:08:58.445000+00:00,Yes,They have just been cleaned out,2025-10-19,Shared
Alert,2025-10-19 16:02:26.213000+00:00,No,No note provided,2025-10-19,Solo
Cuddling,2025-10-19 16:48:33.220000+00:00,Yes,No note provided,2025-10-19,Shared
Cuddling,2025-10-19 18:58:39.205000+00:00,Yes,No note provided,2025-10-19,Shared
Eating,2025-10-19 19:48:41.621000+00:00,No,No note provided,2025-10-19,Solo
Eating,2025-10-19 21:26:38.539000+00:00,No,No note provided,2025-10-19,Solo
Eating,2025-10-20 06:24:55.563000+00:00,No,After breakfast (drinking),2025-10-20,Solo
Cuddling,2025-10-20 06:59:30.722000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 07:54:38.481000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 09:12:50.473000+00:00,Yes,No note provided,2025-10-20,Shared
Hiding,2025-10-20 10:03:25.718000+00:00,No,Under the table,2025-10-20,Solo
Alert,2025-10-20 10:50:56.435000+00:00,No,No note provided,2025-10-20,Solo
Exploring,2025-10-20 11:40:27.636000+00:00,No,No note provided,2025-10-20,Solo
Hiding,2025-10-20 11:40:34.033000+00:00,No,No note provided,2025-10-20,Solo
Resting,2025-10-20 12:25:59.739000+00:00,No,No note provided,2025-10-20,Solo
Alert,2025-10-20 14:15:23.718000+00:00,Yes,They heard the refrigerator door open,2025-10-20,Shared
Eating,2025-10-20 15:00:07.893000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 15:27:42.712000+00:00,Yes,No note provided,2025-10-20,Shared
Alert,2025-10-20 16:05:49.478000+00:00,No,There is a cat in the room (Rabbit 1 does not seem to care),2025-10-20,Solo
Alert,2025-10-20 16:13:28.059000+00:00,No,on top of the cage,2025-10-20,Solo
Grooming,2025-10-20 18:05:11.546000+00:00,Yes,No note provided,2025-10-20,Shared
Running,2025-10-20 19:17:19.876000+00:00,Yes,Excited about supper,2025-10-20,Shared
Interacting,2025-10-20 21:05:02.010000+00:00,Yes,No note provided,2025-10-20,Shared
Interacting,2025-10-21 06:27:51.477000+00:00,Yes,After breakfast,2025-10-21,Shared
Eating,2025-10-21 08:07:21.363000+00:00,No,No note provided,2025-10-21,Solo
Eating,2025-10-21 08:21:43.507000+00:00,Yes,Drinking,2025-10-21,Shared
Eating,2025-10-21 09:16:09.603000+00:00,No,No note provided,2025-10-21,Solo
Grooming,2025-10-21 10:31:42.857000+00:00,No,No note provided,2025-10-21,Solo
Running,2025-10-21 11:58:34.691000+00:00,Yes,They head the refrigerator door open,2025-10-21,Shared
Hiding,2025-10-21 12:55:20.922000+00:00,No,No note provided,2025-10-21,Solo
Interacting,2025-10-21 14:26:38.977000+00:00,Yes,No note provided,2025-10-21,Shared
Resting,2025-10-21 15:33:35.412000+00:00,Yes,No note provided,2025-10-21,Shared
Cuddling,2025-10-21 16:23:15.902000+00:00,Yes,No note provided,2025-10-21,Shared
Grooming,2025-10-21 17:08:34.038000+00:00,Yes,No note provided,2025-10-21,Shared
Resting,2025-10-21 17:44:26.438000+00:00,Yes,No note provided,2025-10-21,Shared
Eating,2025-10-21 19:02:24.794000+00:00,Yes,No note provided,2025-10-21,Shared
Eating,2025-10-21 20:46:37.733000+00:00,No,No note provided,2025-10-21,Solo
Eating,2025-10-21 21:43:10.358000+00:00,No,No note provided,2025-10-21,Solo
Interacting,2025-10-22 07:08:28.567000+00:00,Yes,After breakfast,2025-10-22,Shared
Interacting,2025-10-22 07:57:20.366000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 08:30:24.681000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-22 08:52:44.921000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-22 09:00:55.860000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 09:50:18.196000+00:00,No,No note provided,2025-10-22,Solo
Grooming,2025-10-22 10:39:27.108000+00:00,No,No note provided,2025-10-22,Solo
Running,2025-10-22 11:20:32.552000+00:00,Yes,No note provided,2025-10-22,Shared
Hiding,2025-10-22 13:17:38.275000+00:00,No,No note provided,2025-10-22,Solo
Cuddling,2025-10-22 14:48:54.428000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 17:39:47.093000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-22 18:14:10.754000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 19:30:57.023000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 21:15:08.660000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-23 07:33:15.253000+00:00,Yes,No note provided,2025-10-23,Shared
Eating,2025-10-23 08:47:47.832000+00:00,No,No note provided,2025-10-23,Solo
Resting,2025-10-23 10:39:41.787000+00:00,No,No note provided,2025-10-23,Solo
Cuddling,2025-10-23 11:39:12.030000+00:00,Yes,No note provided,2025-10-23,Shared
Hiding,2025-10-23 12:44:47.801000+00:00,No,No note provided,2025-10-23,Solo
Resting,2025-10-23 16:26:06.732000+00:00,Yes,On top of the cage together,2025-10-23,Shared
Running,2025-10-23 18:42:38.394000+00:00,Yes,No note provided,2025-10-23,Shared
Eating,2025-10-23 21:24:24.136000+00:00,Yes,No note provided,2025-10-23,Shared
Eating,2025-10-24 07:46:00.665000+00:00,Yes,No note provided,2025-10-24,Shared
Eating,2025-10-24 08:52:28.114000+00:00,Yes,No note provided,2025-10-24,Shared
Resting,2025-10-24 10:10:43.218000+00:00,No,No note provided,2025-10-24,Solo
Exploring,2025-10-24 12:07:34.505000+00:00,No,No note provided,2025-10-24,Solo
Cuddling,2025-10-24 19:34:21.805000+00:00,Yes,Waiting for food,2025-10-24,Shared
Eating,2025-10-24 20:43:06.262000+00:00,Yes,No note provided,2025-10-24,Shared
Cuddling,2025-10-24 22:02:22.029000+00:00,Yes,No note provided,2025-10-24,Shared
Eating,2025-10-24 22:52:58.372000+00:00,No,No note provided,2025-10-24,Solo
Eating,2025-10-25 08:22:02.891000+00:00,No,Drinking,2025-10-25,Solo
Resting,2025-10-25 09:33:38.570000+00:00,No,No note provided,2025-10-25,Solo
Resting,2025-10-25 11:05:36.904000+00:00,No,No note provided,2025-10-25,Solo
Grooming,2025-10-25 11:48:20.823000+00:00,No,No note provided,2025-10-25,Solo
Playing,2025-10-25 13:29:18.952000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-25 15:36:37.606000+00:00,Yes,No note provided,2025-10-25,Shared
Cuddling,2025-10-25 16:27:30.965000+00:00,Yes,No note provided,2025-10-25,Shared
Cuddling,2025-10-25 17:09:53.159000+00:00,Yes,No note provided,2025-10-25,Shared
Grooming,2025-10-25 18:59:02.374000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-25 21:15:31.627000+00:00,Yes,No note provided,2025-10-25,Shared
Playing,2025-10-25 22:43:51.177000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-26 08:14:09.985000+00:00,Yes,No note provided,2025-10-26,Shared
Eating,2025-10-26 09:34:43.690000+00:00,Yes,No note provided,2025-10-26,Shared
Resting,2025-10-26 10:35:43.936000+00:00,No,No note provided,2025-10-26,Solo
Resting,2025-10-26 12:41:52.216000+00:00,Yes,No note provided,2025-10-26,Shared
Alert,2025-10-26 14:50:18.536000+00:00,No,No note provided,2025-10-26,Solo
Playing,2025-10-26 16:55:17.997000+00:00,No,No note provided,2025-10-26,Solo
Running,2025-10-26 18:37:46.094000+00:00,Yes,They are expecting food,2025-10-26,Shared
Eating,2025-10-26 20:19:12.133000+00:00,Yes,No note provided,2025-10-26,Shared
Eating,2025-10-26 21:41:17.865000+00:00,No,No note provided,2025-10-26,Solo
Cuddling,2025-10-27 06:50:16.505000+00:00,Yes,No note provided,2025-10-27,Shared
Eating,2025-10-27 10:08:05.521000+00:00,No,No note provided,2025-10-27,Solo
Eating,2025-10-27 11:27:52.840000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 11:58:31.837000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 12:46:58.937000+00:00,No,No note provided,2025-10-27,Solo
Playing,2025-10-27 15:14:54.498000+00:00,Yes,No note provided,2025-10-27,Shared
Resting,2025-10-27 15:47:23.835000+00:00,No,No note provided,2025-10-27,Solo
Grooming,2025-10-27 16:40:34.885000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 16:48:10.960000+00:00,No,No note provided,2025-10-27,Solo
Cuddling,2025-10-27 17:58:28.096000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-27 18:31:15.652000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-27 19:23:27.766000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-28 07:45:00.578000+00:00,Yes,No note provided,2025-10-28,Shared
Resting,2025-10-28 08:57:16.379000+00:00,No,No note provided,2025-10-28,Solo
Resting,2025-10-28 11:21:10.786000+00:00,No,No note provided,2025-10-28,Solo
Interacting,2025-10-28 13:21:28.868000+00:00,Yes,No note provided,2025-10-28,Shared
Cuddling,2025-10-28 13:40:06.115000+00:00,Yes,No note provided,2025-10-28,Shared
Resting,2025-10-28 15:25:16.826000+00:00,Yes,No note provided,2025-10-28,Shared
Interacting,2025-10-28 17:24:19.952000+00:00,No,No note provided,2025-10-28,Solo
Eating,2025-10-28 19:42:57.579000+00:00,Yes,No note provided,2025-10-28,Shared
Cuddling,2025-10-28 20:03:34.223000+00:00,Yes,No note provided,2025-10-28,Shared
Eating,2025-10-28 21:29:38.002000+00:00,No,No note provided,2025-10-28,Solo
Eating,2025-10-29 09:59:41.920000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 11:11:06.214000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 13:05:16.657000+00:00,Yes,No note provided,2025-10-29,Shared
Playing,2025-10-29 13:38:28.177000+00:00,Yes,No note provided,2025-10-29,Shared
Grooming,2025-10-29 13:44:15.698000+00:00,Yes,No note provided,2025-10-29,Shared
Eating,2025-10-29 13:50:24.663000+00:00,Yes,No note provided,2025-10-29,Shared
Cuddling,2025-10-29 14:14:20.767000+00:00,Yes,No note provided,2025-10-29,Shared
Grooming,2025-10-29 14:48:37.995000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 19:42:51.447000+00:00,Yes,No note provided,2025-10-29,Shared
Alert,2025-10-30 07:58:27.553000+00:00,Yes,Waiting for food,2025-10-30,Shared
Eating,2025-10-30 09:33:50.654000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 10:20:55.412000+00:00,No,No note provided,2025-10-30,Solo
Resting,2025-10-30 11:55:40.811000+00:00,No,No note provided,2025-10-30,Solo
Resting,2025-10-30 12:49:40.123000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 13:30:32.787000+00:00,Yes,No note provided,2025-10-30,Shared
Cuddling,2025-10-30 14:36:35.963000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 15:36:18.712000+00:00,Yes,No note provided,2025-10-30,Shared
Playing,2025-10-30 17:17:57.781000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 19:50:19.178000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 22:02:09.053000+00:00,No,No note provided,2025-10-30,Solo
Cuddling,2025-10-31 07:59:53.067000+00:00,Yes,No note provided,2025-10-31,Shared
Eating,2025-10-31 19:44:04.475000+00:00,Yes,No note provided,2025-10-31,Shared
Cuddling,2025-10-31 20:30:31.122000+00:00,Yes,No note provided,2025-10-31,Shared
Running,2025-10-31 22:55:33.124000+00:00,Yes,No note provided,2025-10-31,Shared
Cuddling,2025-11-01 07:41:11.051000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 08:31:20.497000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 09:23:51.307000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 10:32:51.033000+00:00,No,No note provided,2025-11-01,Solo
Alert,2025-11-01 11:53:11.711000+00:00,No,No note provided,2025-11-01,Solo
Hiding,2025-11-01 13:03:47.377000+00:00,No,No note provided,2025-11-01,Solo
Eating,2025-11-01 15:18:09.423000+00:00,No,No note provided,2025-11-01,Solo
Exploring,2025-11-01 15:25:44.221000+00:00,No,No note provided,2025-11-01,Solo
Cuddling,2025-11-01 17:51:04.869000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 18:26:49.428000+00:00,Yes,No note provided,2025-11-01,Shared
Cuddling,2025-11-01 21:00:30.871000+00:00,Yes,No note provided,2025-11-01,Shared
Interacting,2025-11-02 09:19:14.561000+00:00,Yes,No note provided,2025-11-02,Shared
Interacting,2025-11-02 10:46:23.488000+00:00,No,No note provided,2025-11-02,Solo
Hiding,2025-11-02 12:11:43.415000+00:00,No,No note provided,2025-11-02,Solo
Hiding,2025-11-02 14:09:41.117000+00:00,No,No note provided,2025-11-02,Solo
Hiding,2025-11-02 15:53:37.625000+00:00,No,No note provided,2025-11-02,Solo
Cuddling,2025-11-02 17:56:22.134000+00:00,Yes,No note provided,2025-11-02,Shared
Cuddling,2025-11-02 20:54:05.425000+00:00,Yes,No note provided,2025-11-02,Shared
Cuddling,2025-11-03 06:57:44.460000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 07:54:59.396000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 08:52:52.542000+00:00,Yes,No note provided,2025-11-03,Shared
Playing,2025-11-03 09:04:54.011000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 10:13:31.167000+00:00,No,No note provided,2025-11-03,Solo
Hiding,2025-11-03 11:38:35.871000+00:00,No,No note provided,2025-11-03,Solo
Hiding,2025-11-03 13:39:42.062000+00:00,No,No note provided,2025-11-03,Solo
Hiding,2025-11-03 14:18:47.604000+00:00,No,No note provided,2025-11-03,Solo
Running,2025-11-03 15:46:47.835000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 15:55:34.055000+00:00,Yes,No note provided,2025-11-03,Shared
Playing,2025-11-03 16:09:19.227000+00:00,Yes,Male is humping,2025-11-03,Shared
Eating,2025-11-03 16:38:31.666000+00:00,Yes,No note provided,2025-11-03,Shared
Grooming,2025-11-03 17:10:33.361000+00:00,Yes,No note provided,2025-11-03,Shared
Cuddling,2025-11-03 17:34:27.833000+00:00,Yes,No note provided,2025-11-03,Shared
Cuddling,2025-11-03 20:27:10.920000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 22:01:32.111000+00:00,No,No note provided,2025-11-03,Solo
Alert,2025-11-04 08:06:01.090000+00:00,Yes,Waiting for breakfast,2025-11-04,Shared
Eating,2025-11-04 08:11:54.795000+00:00,Yes,No note provided,2025-11-04,Shared
Resting,2025-11-04 09:27:07.007000+00:00,No,No note provided,2025-11-04,Solo
Resting,2025-11-04 11:32:38.640000+00:00,No,No note provided,2025-11-04,Solo
Cuddling,2025-11-04 16:12:50.689000+00:00,Yes,No note provided,2025-11-04,Shared
Grooming,2025-11-04 17:52:53.307000+00:00,No,No note provided,2025-11-04,Solo
Eating,2025-11-04 18:22:28.832000+00:00,No,No note provided,2025-11-04,Solo
Playing,2025-11-04 18:34:28.439000+00:00,Yes,Male humping female,2025-11-04,Shared
Grooming,2025-11-04 18:46:59.082000+00:00,No,No note provided,2025-11-04,Solo
Alert,2025-11-04 20:11:52.542000+00:00,Yes,No note provided,2025-11-04,Shared
Interacting,2025-11-04 21:36:46.998000+00:00,Yes,No note provided,2025-11-04,Shared
Running,2025-11-05 07:12:00.852000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 08:19:55.662000+00:00,No,No note provided,2025-11-05,Solo
Playing,2025-11-05 08:58:57.806000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 09:36:51.363000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 10:20:18.678000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 12:19:06.819000+00:00,No,No note provided,2025-11-05,Solo
Hiding,2025-11-05 13:48:20.520000+00:00,No,No note provided,2025-11-05,Solo
Eating,2025-11-05 15:36:15.545000+00:00,No,No note provided,2025-11-05,Solo
Exploring,2025-11-05 15:59:00.405000+00:00,No,No note provided,2025-11-05,Solo
Resting,2025-11-05 16:52:48.149000+00:00,No,No note provided,2025-11-05,Solo
Eating,2025-11-05 16:58:43.648000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 17:18:12.111000+00:00,No,No note provided,2025-11-05,Solo
Cuddling,2025-11-05 17:37:58.437000+00:00,Yes,No note provided,2025-11-05,Shared
Cuddling,2025-11-05 20:05:00.333000+00:00,Yes,No note provided,2025-11-05,Shared
Interacting,2025-11-05 20:25:39.959000+00:00,Yes,No note provided,2025-11-05,Shared
Running,2025-11-06 07:32:20.202000+00:00,Yes,No note provided,2025-11-06,Shared
Eating,2025-11-06 08:25:47.865000+00:00,No,Drinking,2025-11-06,Solo
Playing,2025-11-06 08:56:45.062000+00:00,Yes,No note provided,2025-11-06,Shared
Eating,2025-11-06 10:02:53.115000+00:00,No,No note provided,2025-11-06,Solo
Eating,2025-11-06 10:44:19.814000+00:00,No,No note provided,2025-11-06,Solo
Resting,2025-11-06 11:38:40.077000+00:00,No,No note provided,2025-11-06,Solo
Hiding,2025-11-06 13:27:03.727000+00:00,No,No note provided,2025-11-06,Solo
Hiding,2025-11-06 14:29:30.188000+00:00,No,No note provided,2025-11-06,Solo
Hiding,2025-11-06 15:01:07.986000+00:00,Yes,No note provided,2025-11-06,Shared
Running,2025-11-06 16:11:19.191000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 18:56:57.277000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 20:07:01.100000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 22:11:53.773000+00:00,Yes,No note provided,2025-11-06,Shared
Eating,2025-11-07 08:12:31.022000+00:00,Yes,No note provided,2025-11-07,Shared
Eating,2025-11-07 09:12:49.865000+00:00,Yes,No note provided,2025-11-07,Shared
Interacting,2025-11-07 20:07:22.243000+00:00,Yes,No note provided,2025-11-07,Shared
Eating,2025-11-07 21:29:39.371000+00:00,No,No note provided,2025-11-07,Solo
Eating,2025-11-07 23:33:10.792000+00:00,No,No note provided,2025-11-07,Solo
Cuddling,2025-11-08 08:01:47.498000+00:00,Yes,No note provided,2025-11-08,Shared
Cuddling,2025-11-08 08:27:36.017000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 09:03:42.659000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 09:46:44.025000+00:00,No,No note provided,2025-11-08,Solo
Hiding,2025-11-08 11:24:04.607000+00:00,No,No note provided,2025-11-08,Solo
Interacting,2025-11-08 11:43:51.887000+00:00,Yes,No note provided,2025-11-08,Shared
Playing,2025-11-08 13:01:24.277000+00:00,No,No note provided,2025-11-08,Solo
Hiding,2025-11-08 14:34:48.058000+00:00,Yes,No note provided,2025-11-08,Shared
Cuddling,2025-11-08 15:55:29.360000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 17:15:48.994000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 17:38:20.998000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 17:54:13.055000+00:00,No,No note provided,2025-11-08,Solo
Eating,2025-11-08 18:16:53.916000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 18:59:27.805000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 19:05:56.345000+00:00,Yes,No note provided,2025-11-08,Shared
Running,2025-11-08 21:55:19.141000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 22:54:47.319000+00:00,No,No note provided,2025-11-08,Solo
Interacting,2025-11-09 08:34:46.269000+00:00,Yes,No note provided,2025-11-09,Shared
Eating,2025-11-09 10:38:38.182000+00:00,No,No note provided,2025-11-09,Solo
Eating,2025-11-09 12:10:55.477000+00:00,No,No note provided,2025-11-09,Solo
Resting,2025-11-09 13:26:58.074000+00:00,No,No note provided,2025-11-09,Solo
Playing,2025-11-09 14:26:24.125000+00:00,Yes,No note provided,2025-11-09,Shared
Cuddling,2025-11-09 15:53:22.381000+00:00,Yes,No note provided,2025-11-09,Shared
Eating,2025-11-09 18:39:28.766000+00:00,Yes,No note provided,2025-11-09,Shared
Resting,2025-11-09 19:38:46.069000+00:00,No,No note provided,2025-11-09,Solo
Eating,2025-11-09 19:59:19.383000+00:00,No,No note provided,2025-11-09,Solo
Resting,2025-11-09 20:59:29.122000+00:00,No,No note provided,2025-11-09,Solo
Cuddling,2025-11-09 22:02:03.157000+00:00,Yes,No note provided,2025-11-09,Shared
Cuddling,2025-11-10 07:39:28.786000+00:00,Yes,No note provided,2025-11-10,Shared
Eating,2025-11-10 07:55:32.347000+00:00,Yes,No note provided,2025-11-10,Shared
Eating,2025-11-10 10:42:23.151000+00:00,No,No note provided,2025-11-10,Solo
Hiding,2025-11-10 12:06:25.188000+00:00,No,No note provided,2025-11-10,Solo
Exploring,2025-11-10 12:50:35.349000+00:00,No,No note provided,2025-11-10,Solo
Hiding,2025-11-10 14:16:30.061000+00:00,No,No note provided,2025-11-10,Solo
Resting,2025-11-10 15:48:16.693000+00:00,Yes,No note provided,2025-11-10,Shared
Resting,2025-11-10 16:47:32.964000+00:00,No,No note provided,2025-11-10,Solo
Eating,2025-11-10 18:59:08.618000+00:00,Yes,No note provided,2025-11-10,Shared
Alert,2025-11-10 19:55:25.912000+00:00,Yes,No note provided,2025-11-10,Shared
Interacting,2025-11-10 20:37:12.323000+00:00,No,No note provided,2025-11-10,Solo
Eating,2025-11-10 22:54:08.397000+00:00,No,No note provided,2025-11-10,Solo
Interacting,2025-11-11 07:41:56.319000+00:00,Yes,No note provided,2025-11-11,Shared
Eating,2025-11-11 08:12:20.807000+00:00,Yes,No note provided,2025-11-11,Shared
