Behavior,Timestamp,Together,Note,Date,Activity_Type
Eating,2025-07-10 20:26:04.391000+00:00,No,No note provided,2025-07-10,Solo
Cuddling,2025-07-10 21:46:07.293000+00:00,Yes,No note provided,2025-07-10,Shared
Resting,2025-07-10 22:42:31.049000+00:00,No,No note provided,2025-07-10,Solo
Running,2025-07-11 09:13:09.375000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-11 09:32:41.068000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-11 10:57:45.704000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 12:18:15.269000+00:00,Yes,No note provided,2025-07-11,Shared
Hiding,2025-07-11 13:40:10.673000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 14:21:03.556000+00:00,Yes,No note provided,2025-07-11,Shared
Playing,2025-07-11 15:06:36.045000+00:00,No,No note provided,2025-07-11,Solo
Eating,2025-07-11 15:54:34.442000+00:00,No,No note provided,2025-07-11,Solo
Eating,2025-07-11 17:33:53.145000+00:00,Yes,No note provided,2025-07-11,Shared
Running,2025-07-11 18:56:49.083000+00:00,Yes,No note provided,2025-07-11,Shared
Grooming,2025-07-11 19:44:46.979000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-11 20:36:29.933000+00:00,No,No note provided,2025-07-11,Solo
Eating,2025-07-11 22:09:18.588000+00:00,No,No note provided,2025-07-11,Solo
Resting,2025-07-11 22:48:48.490000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-12 00:25:00.800000+00:00,No,No note provided,2025-07-12,Solo
Exploring,2025-07-12 09:54:38.015000+00:00,No,No note provided,2025-07-12,Solo
Hiding,2025-07-12 11:14:43.573000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 13:14:03.113000+00:00,Yes,No note provided,2025-07-12,Shared
Resting,2025-07-12 15:01:26.887000+00:00,No,No note provided,2025-07-12,Solo
Exploring,2025-07-12 16:18:36.496000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 18:12:54.613000+00:00,Yes,Asking for food,2025-07-12,Shared
Eating,2025-07-12 19:41:14.026000+00:00,Yes,No note provided,2025-07-12,Shared
Grooming,2025-07-12 20:49:30.711000+00:00,Yes,No note provided,2025-07-12,Shared
Cuddling,2025-07-12 22:34:04.106000+00:00,Yes,No note provided,2025-07-12,Shared
Playing,2025-07-13 07:54:46.498000+00:00,Yes,No note provided,2025-07-13,Shared
Cuddling,2025-07-13 09:05:16.264000+00:00,Yes,No note provided,2025-07-13,Shared
Exploring,2025-07-13 09:51:27.611000+00:00,No,No note provided,2025-07-13,Solo
Hiding,2025-07-13 11:15:37.803000+00:00,Yes,No note provided,2025-07-13,Shared
Hiding,2025-07-13 12:58:53.183000+00:00,No,No note provided,2025-07-13,Solo
Eating,2025-07-13 14:40:04.293000+00:00,No,No note provided,2025-07-13,Solo
Alert,2025-07-13 16:30:26.598000+00:00,Yes,No note provided,2025-07-13,Shared
Resting,2025-07-13 17:20:20.804000+00:00,No,No note provided,2025-07-13,Solo
Eating,2025-07-13 17:57:42.170000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 21:14:09.447000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 22:21:39.673000+00:00,Yes,No note provided,2025-07-13,Shared
Resting,2025-07-13 23:11:21.620000+00:00,No,No note provided,2025-07-13,Solo
Alert,2025-07-14 07:34:59.669000+00:00,No,No note provided,2025-07-14,Solo
Eating,2025-07-14 09:28:28.995000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 09:56:45.577000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 12:02:15.333000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 12:57:57.577000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 14:09:03.036000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 15:55:09.231000+00:00,No,No note provided,2025-07-14,Solo
Cuddling,2025-07-14 17:03:56.057000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 17:55:34.694000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-14 18:29:15.083000+00:00,Yes,No note provided,2025-07-14,Shared
Playing,2025-07-14 19:07:10.540000+00:00,Yes,The male is trying to mount female,2025-07-14,Shared
Eating,2025-07-14 20:34:20.045000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 21:55:59.432000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 22:36:25.764000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-15 06:47:55.536000+00:00,Yes,No note provided,2025-07-15,Shared
Flopping,2025-07-15 08:28:55.963000+00:00,No,No note provided,2025-07-15,Solo
Resting,2025-07-15 09:08:25.118000+00:00,No,"Close to one another, but different activities",2025-07-15,Solo
Exploring,2025-07-15 10:15:45.538000+00:00,No,No note provided,2025-07-15,Solo
Cuddling,2025-07-15 11:07:00.059000+00:00,Yes,No note provided,2025-07-15,Shared
Hiding,2025-07-15 12:22:01.420000+00:00,Yes,Loud rain and thunder outside,2025-07-15,Shared
Resting,2025-07-15 13:57:56.652000+00:00,Yes,Looking very relaxed and content,2025-07-15,Shared
Eating,2025-07-15 14:42:59.819000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-07-15 15:00:29.310000+00:00,No,No note provided,2025-07-15,Solo
Resting,2025-07-15 16:16:35.788000+00:00,No,No note provided,2025-07-15,Solo
Interacting,2025-07-15 16:53:52.529000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-10-19 15:08:58.445000+00:00,Yes,They have just been cleaned out,2025-10-19,Shared
Alert,2025-10-19 16:02:21.858000+00:00,No,No note provided,2025-10-19,Solo
Cuddling,2025-10-19 16:48:33.220000+00:00,Yes,No note provided,2025-10-19,Shared
Cuddling,2025-10-19 18:58:39.205000+00:00,Yes,No note provided,2025-10-19,Shared
Resting,2025-10-19 19:48:37.470000+00:00,No,No note provided,2025-10-19,Solo
Grooming,2025-10-19 19:48:47.507000+00:00,No,No note provided,2025-10-19,Solo
Resting,2025-10-19 21:26:31.564000+00:00,No,Sleeping on chair,2025-10-19,Solo
Alert,2025-10-20 06:24:37.090000+00:00,No,After breakfast,2025-10-20,Solo
Cuddling,2025-10-20 06:59:30.722000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 07:54:38.481000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 09:12:50.473000+00:00,Yes,No note provided,2025-10-20,Shared
Resting,2025-10-20 10:03:16.195000+00:00,No,On the cat tree,2025-10-20,Solo
Resting,2025-10-20 10:50:52.306000+00:00,No,Still on the cat tree,2025-10-20,Solo
Resting,2025-10-20 11:40:23.255000+00:00,No,No note provided,2025-10-20,Solo
Resting,2025-10-20 12:25:56.127000+00:00,No,No note provided,2025-10-20,Solo
Alert,2025-10-20 14:15:23.718000+00:00,Yes,They heard the refrigerator door open,2025-10-20,Shared
Eating,2025-10-20 15:00:07.893000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 15:27:42.712000+00:00,Yes,No note provided,2025-10-20,Shared
Eating,2025-10-20 16:05:23.772000+00:00,No,No note provided,2025-10-20,Solo
Thumping,2025-10-20 16:13:14.530000+00:00,No,No note provided,2025-10-20,Solo
Grooming,2025-10-20 18:05:11.546000+00:00,Yes,No note provided,2025-10-20,Shared
Running,2025-10-20 19:17:19.876000+00:00,Yes,Excited about supper,2025-10-20,Shared
Interacting,2025-10-20 21:05:02.010000+00:00,Yes,No note provided,2025-10-20,Shared
Interacting,2025-10-21 06:27:51.477000+00:00,Yes,After breakfast,2025-10-21,Shared
Resting,2025-10-21 08:07:17.894000+00:00,No,No note provided,2025-10-21,Solo
Eating,2025-10-21 08:21:43.507000+00:00,Yes,Drinking,2025-10-21,Shared
Running,2025-10-21 09:15:53.804000+00:00,No,No note provided,2025-10-21,Solo
Resting,2025-10-21 10:31:37.487000+00:00,No,No note provided,2025-10-21,Solo
Running,2025-10-21 11:58:34.691000+00:00,Yes,They head the refrigerator door open,2025-10-21,Shared
Resting,2025-10-21 12:55:17.260000+00:00,No,No note provided,2025-10-21,Solo
Interacting,2025-10-21 14:26:38.977000+00:00,Yes,No note provided,2025-10-21,Shared
Resting,2025-10-21 15:33:35.412000+00:00,Yes,No note provided,2025-10-21,Shared
Cuddling,2025-10-21 16:23:15.902000+00:00,Yes,No note provided,2025-10-21,Shared
Grooming,2025-10-21 17:08:34.038000+00:00,Yes,No note provided,2025-10-21,Shared
Resting,2025-10-21 17:44:26.438000+00:00,Yes,No note provided,2025-10-21,Shared
Eating,2025-10-21 19:02:24.794000+00:00,Yes,No note provided,2025-10-21,Shared
Resting,2025-10-21 20:46:33.469000+00:00,No,No note provided,2025-10-21,Solo
Resting,2025-10-21 21:42:54.737000+00:00,No,No note provided,2025-10-21,Solo
Interacting,2025-10-22 07:08:28.567000+00:00,Yes,After breakfast,2025-10-22,Shared
Interacting,2025-10-22 07:57:20.366000+00:00,Yes,No note provided,2025-10-22,Shared
Resting,2025-10-22 08:30:21.219000+00:00,No,Resting just outside the cage,2025-10-22,Solo
Chewing,2025-10-22 08:52:41.192000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-22 09:00:55.860000+00:00,Yes,No note provided,2025-10-22,Shared
Resting,2025-10-22 09:50:15.202000+00:00,No,No note provided,2025-10-22,Solo
Resting,2025-10-22 10:39:23.529000+00:00,No,No note provided,2025-10-22,Solo
Running,2025-10-22 11:20:32.552000+00:00,Yes,No note provided,2025-10-22,Shared
Chewing,2025-10-22 13:17:33.935000+00:00,No,No note provided,2025-10-22,Solo
Cuddling,2025-10-22 14:48:54.428000+00:00,Yes,No note provided,2025-10-22,Shared
Interacting,2025-10-22 17:39:43.049000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-22 18:14:10.754000+00:00,Yes,No note provided,2025-10-22,Shared
Eating,2025-10-22 19:30:57.023000+00:00,Yes,No note provided,2025-10-22,Shared
Resting,2025-10-22 21:15:04.104000+00:00,No,No note provided,2025-10-22,Solo
Eating,2025-10-23 07:33:15.253000+00:00,Yes,No note provided,2025-10-23,Shared
Resting,2025-10-23 08:47:44.044000+00:00,No,No note provided,2025-10-23,Solo
Resting,2025-10-23 10:39:37.815000+00:00,No,No note provided,2025-10-23,Solo
Cuddling,2025-10-23 11:39:12.030000+00:00,Yes,No note provided,2025-10-23,Shared
Resting,2025-10-23 12:44:44.589000+00:00,No,No note provided,2025-10-23,Solo
Resting,2025-10-23 16:26:06.732000+00:00,Yes,On top of the cage together,2025-10-23,Shared
Running,2025-10-23 18:42:38.394000+00:00,Yes,No note provided,2025-10-23,Shared
Eating,2025-10-23 21:24:24.136000+00:00,Yes,No note provided,2025-10-23,Shared
Eating,2025-10-24 07:46:00.665000+00:00,Yes,No note provided,2025-10-24,Shared
Eating,2025-10-24 08:52:28.114000+00:00,Yes,No note provided,2025-10-24,Shared
Resting,2025-10-24 10:10:39.274000+00:00,No,No note provided,2025-10-24,Solo
Resting,2025-10-24 12:07:28.581000+00:00,No,No note provided,2025-10-24,Solo
Cuddling,2025-10-24 19:34:21.805000+00:00,Yes,Waiting for food,2025-10-24,Shared
Eating,2025-10-24 20:43:06.262000+00:00,Yes,No note provided,2025-10-24,Shared
Cuddling,2025-10-24 22:02:22.029000+00:00,Yes,No note provided,2025-10-24,Shared
Resting,2025-10-24 22:52:53.784000+00:00,No,No note provided,2025-10-24,Solo
Interacting,2025-10-25 08:21:55.460000+00:00,No,No note provided,2025-10-25,Solo
Resting,2025-10-25 09:33:35.232000+00:00,No,No note provided,2025-10-25,Solo
Resting,2025-10-25 11:05:33.791000+00:00,No,No note provided,2025-10-25,Solo
Eating,2025-10-25 11:48:16.280000+00:00,No,Drinking,2025-10-25,Solo
Playing,2025-10-25 13:29:18.952000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-25 15:36:37.606000+00:00,Yes,No note provided,2025-10-25,Shared
Cuddling,2025-10-25 16:27:30.965000+00:00,Yes,No note provided,2025-10-25,Shared
Cuddling,2025-10-25 17:09:53.159000+00:00,Yes,No note provided,2025-10-25,Shared
Grooming,2025-10-25 18:59:02.374000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-25 21:15:31.627000+00:00,Yes,No note provided,2025-10-25,Shared
Playing,2025-10-25 22:43:51.177000+00:00,Yes,No note provided,2025-10-25,Shared
Eating,2025-10-26 08:14:09.985000+00:00,Yes,No note provided,2025-10-26,Shared
Eating,2025-10-26 09:34:43.690000+00:00,Yes,No note provided,2025-10-26,Shared
Hiding,2025-10-26 10:35:40.311000+00:00,No,No note provided,2025-10-26,Solo
Resting,2025-10-26 12:41:52.216000+00:00,Yes,No note provided,2025-10-26,Shared
Interacting,2025-10-26 14:50:04.667000+00:00,No,No note provided,2025-10-26,Solo
Resting,2025-10-26 16:55:11.356000+00:00,No,No note provided,2025-10-26,Solo
Running,2025-10-26 18:37:46.094000+00:00,Yes,They are expecting food,2025-10-26,Shared
Eating,2025-10-26 20:19:12.133000+00:00,Yes,No note provided,2025-10-26,Shared
Resting,2025-10-26 21:41:12.217000+00:00,No,No note provided,2025-10-26,Solo
Cuddling,2025-10-27 06:50:16.505000+00:00,Yes,No note provided,2025-10-27,Shared
Resting,2025-10-27 10:08:02.373000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 11:27:49.263000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 11:58:28.786000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 12:46:56.095000+00:00,No,No note provided,2025-10-27,Solo
Playing,2025-10-27 15:14:54.498000+00:00,Yes,No note provided,2025-10-27,Shared
Eating,2025-10-27 15:47:11.230000+00:00,No,No note provided,2025-10-27,Solo
Resting,2025-10-27 16:40:28.085000+00:00,No,No note provided,2025-10-27,Solo
Eating,2025-10-27 16:48:06.728000+00:00,No,No note provided,2025-10-27,Solo
Cuddling,2025-10-27 17:58:28.096000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-27 18:31:15.652000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-27 19:23:27.766000+00:00,Yes,No note provided,2025-10-27,Shared
Cuddling,2025-10-28 07:45:00.578000+00:00,Yes,No note provided,2025-10-28,Shared
Playing,2025-10-28 08:57:12.984000+00:00,No,No note provided,2025-10-28,Solo
Resting,2025-10-28 11:21:07.535000+00:00,No,No note provided,2025-10-28,Solo
Interacting,2025-10-28 13:21:28.868000+00:00,Yes,No note provided,2025-10-28,Shared
Cuddling,2025-10-28 13:40:06.115000+00:00,Yes,No note provided,2025-10-28,Shared
Resting,2025-10-28 15:25:16.826000+00:00,Yes,No note provided,2025-10-28,Shared
Alert,2025-10-28 17:24:05.756000+00:00,No,No note provided,2025-10-28,Solo
Eating,2025-10-28 19:42:57.579000+00:00,Yes,No note provided,2025-10-28,Shared
Cuddling,2025-10-28 20:03:34.223000+00:00,Yes,No note provided,2025-10-28,Shared
Interacting,2025-10-28 21:29:31.560000+00:00,No,No note provided,2025-10-28,Solo
Resting,2025-10-29 09:59:38.568000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 11:11:02.981000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 13:05:16.657000+00:00,Yes,No note provided,2025-10-29,Shared
Playing,2025-10-29 13:38:28.177000+00:00,Yes,No note provided,2025-10-29,Shared
Grooming,2025-10-29 13:44:15.698000+00:00,Yes,No note provided,2025-10-29,Shared
Eating,2025-10-29 13:50:24.663000+00:00,Yes,No note provided,2025-10-29,Shared
Cuddling,2025-10-29 14:14:20.767000+00:00,Yes,No note provided,2025-10-29,Shared
Eating,2025-10-29 14:48:35.136000+00:00,No,No note provided,2025-10-29,Solo
Resting,2025-10-29 19:42:51.447000+00:00,Yes,No note provided,2025-10-29,Shared
Alert,2025-10-30 07:58:27.553000+00:00,Yes,Waiting for food,2025-10-30,Shared
Eating,2025-10-30 09:33:50.654000+00:00,Yes,No note provided,2025-10-30,Shared
Resting,2025-10-30 10:20:52.117000+00:00,No,No note provided,2025-10-30,Solo
Resting,2025-10-30 11:55:44.233000+00:00,No,No note provided,2025-10-30,Solo
Resting,2025-10-30 12:49:40.123000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 13:30:32.787000+00:00,Yes,No note provided,2025-10-30,Shared
Cuddling,2025-10-30 14:36:35.963000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 15:36:18.712000+00:00,Yes,No note provided,2025-10-30,Shared
Playing,2025-10-30 17:17:57.781000+00:00,Yes,No note provided,2025-10-30,Shared
Eating,2025-10-30 19:50:19.178000+00:00,Yes,No note provided,2025-10-30,Shared
Resting,2025-10-30 22:02:05.056000+00:00,No,No note provided,2025-10-30,Solo
Cuddling,2025-10-31 07:59:53.067000+00:00,Yes,No note provided,2025-10-31,Shared
Eating,2025-10-31 19:44:04.475000+00:00,Yes,No note provided,2025-10-31,Shared
Cuddling,2025-10-31 20:30:31.122000+00:00,Yes,No note provided,2025-10-31,Shared
Running,2025-10-31 22:55:33.124000+00:00,Yes,No note provided,2025-10-31,Shared
Cuddling,2025-11-01 07:41:11.051000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 08:31:20.497000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 09:23:51.307000+00:00,Yes,No note provided,2025-11-01,Shared
Resting,2025-11-01 10:32:47.018000+00:00,No,No note provided,2025-11-01,Solo
Resting,2025-11-01 11:53:08.331000+00:00,No,No note provided,2025-11-01,Solo
Resting,2025-11-01 13:03:43.168000+00:00,No,No note provided,2025-11-01,Solo
Eating,2025-11-01 15:18:17.261000+00:00,No,No note provided,2025-11-01,Solo
Eating,2025-11-01 15:25:40.958000+00:00,No,No note provided,2025-11-01,Solo
Cuddling,2025-11-01 17:51:04.869000+00:00,Yes,No note provided,2025-11-01,Shared
Eating,2025-11-01 18:26:49.428000+00:00,Yes,No note provided,2025-11-01,Shared
Cuddling,2025-11-01 21:00:30.871000+00:00,Yes,No note provided,2025-11-01,Shared
Interacting,2025-11-02 09:19:14.561000+00:00,Yes,No note provided,2025-11-02,Shared
Resting,2025-11-02 10:46:20.126000+00:00,No,No note provided,2025-11-02,Solo
Resting,2025-11-02 12:11:40.333000+00:00,No,No note provided,2025-11-02,Solo
Interacting,2025-11-02 14:09:37.255000+00:00,No,No note provided,2025-11-02,Solo
Interacting,2025-11-02 15:53:33.632000+00:00,No,No note provided,2025-11-02,Solo
Cuddling,2025-11-02 17:56:22.134000+00:00,Yes,No note provided,2025-11-02,Shared
Cuddling,2025-11-02 20:54:05.425000+00:00,Yes,No note provided,2025-11-02,Shared
Cuddling,2025-11-03 06:57:44.460000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 07:54:59.396000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 08:52:52.542000+00:00,Yes,No note provided,2025-11-03,Shared
Playing,2025-11-03 09:04:54.011000+00:00,Yes,No note provided,2025-11-03,Shared
Resting,2025-11-03 10:13:27.376000+00:00,No,No note provided,2025-11-03,Solo
Resting,2025-11-03 11:38:22.093000+00:00,No,No note provided,2025-11-03,Solo
Resting,2025-11-03 13:39:28.135000+00:00,No,No note provided,2025-11-03,Solo
Eating,2025-11-03 14:18:43.905000+00:00,No,No note provided,2025-11-03,Solo
Running,2025-11-03 15:46:47.835000+00:00,Yes,No note provided,2025-11-03,Shared
Eating,2025-11-03 15:55:34.055000+00:00,Yes,No note provided,2025-11-03,Shared
Playing,2025-11-03 16:09:19.227000+00:00,Yes,Male is humping,2025-11-03,Shared
Eating,2025-11-03 16:38:31.666000+00:00,Yes,No note provided,2025-11-03,Shared
Grooming,2025-11-03 17:10:33.361000+00:00,Yes,No note provided,2025-11-03,Shared
Cuddling,2025-11-03 17:34:27.833000+00:00,Yes,No note provided,2025-11-03,Shared
Cuddling,2025-11-03 20:27:10.920000+00:00,Yes,No note provided,2025-11-03,Shared
Resting,2025-11-03 22:01:26.501000+00:00,No,No note provided,2025-11-03,Solo
Alert,2025-11-04 08:06:01.090000+00:00,Yes,Waiting for breakfast,2025-11-04,Shared
Eating,2025-11-04 08:11:54.795000+00:00,Yes,No note provided,2025-11-04,Shared
Exploring,2025-11-04 09:27:04.059000+00:00,No,No note provided,2025-11-04,Solo
Resting,2025-11-04 11:32:35.822000+00:00,No,No note provided,2025-11-04,Solo
Cuddling,2025-11-04 16:12:50.689000+00:00,Yes,No note provided,2025-11-04,Shared
Flopping,2025-11-04 17:52:48.183000+00:00,No,No note provided,2025-11-04,Solo
Jumping,2025-11-04 18:22:22.126000+00:00,No,No note provided,2025-11-04,Solo
Playing,2025-11-04 18:34:28.439000+00:00,Yes,Male humping female,2025-11-04,Shared
Eating,2025-11-04 18:46:54.697000+00:00,No,No note provided,2025-11-04,Solo
Alert,2025-11-04 20:11:52.542000+00:00,Yes,No note provided,2025-11-04,Shared
Interacting,2025-11-04 21:36:46.998000+00:00,Yes,No note provided,2025-11-04,Shared
Running,2025-11-05 07:12:00.852000+00:00,Yes,No note provided,2025-11-05,Shared
Interacting,2025-11-05 08:19:52.167000+00:00,No,No note provided,2025-11-05,Solo
Playing,2025-11-05 08:58:57.806000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 09:36:51.363000+00:00,Yes,No note provided,2025-11-05,Shared
Eating,2025-11-05 10:20:18.678000+00:00,Yes,No note provided,2025-11-05,Shared
Resting,2025-11-05 12:19:03.897000+00:00,No,No note provided,2025-11-05,Solo
Resting,2025-11-05 13:48:17.401000+00:00,No,No note provided,2025-11-05,Solo
Exploring,2025-11-05 15:36:11.531000+00:00,No,No note provided,2025-11-05,Solo
Interacting,2025-11-05 15:58:56.901000+00:00,No,No note provided,2025-11-05,Solo
Eating,2025-11-05 16:52:44.950000+00:00,No,No note provided,2025-11-05,Solo
Eating,2025-11-05 16:58:43.648000+00:00,Yes,No note provided,2025-11-05,Shared
Grooming,2025-11-05 17:18:08.686000+00:00,No,No note provided,2025-11-05,Solo
Cuddling,2025-11-05 17:37:58.437000+00:00,Yes,No note provided,2025-11-05,Shared
Cuddling,2025-11-05 20:05:00.333000+00:00,Yes,No note provided,2025-11-05,Shared
Interacting,2025-11-05 20:25:39.959000+00:00,Yes,No note provided,2025-11-05,Shared
Running,2025-11-06 07:32:20.202000+00:00,Yes,No note provided,2025-11-06,Shared
Eating,2025-11-06 08:25:38.515000+00:00,No,No note provided,2025-11-06,Solo
Playing,2025-11-06 08:56:45.062000+00:00,Yes,No note provided,2025-11-06,Shared
Resting,2025-11-06 10:02:50.323000+00:00,No,No note provided,2025-11-06,Solo
Resting,2025-11-06 10:44:16.766000+00:00,No,No note provided,2025-11-06,Solo
Resting,2025-11-06 11:38:36.706000+00:00,No,No note provided,2025-11-06,Solo
Eating,2025-11-06 13:26:59.931000+00:00,No,Drinking,2025-11-06,Solo
Eating,2025-11-06 14:29:26.367000+00:00,No,No note provided,2025-11-06,Solo
Hiding,2025-11-06 15:01:07.986000+00:00,Yes,No note provided,2025-11-06,Shared
Running,2025-11-06 16:11:19.191000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 18:56:57.277000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 20:07:01.100000+00:00,Yes,No note provided,2025-11-06,Shared
Cuddling,2025-11-06 22:11:53.773000+00:00,Yes,No note provided,2025-11-06,Shared
Eating,2025-11-07 08:12:31.022000+00:00,Yes,No note provided,2025-11-07,Shared
Eating,2025-11-07 09:12:49.865000+00:00,Yes,No note provided,2025-11-07,Shared
Interacting,2025-11-07 20:07:22.243000+00:00,Yes,No note provided,2025-11-07,Shared
Interacting,2025-11-07 21:29:35.266000+00:00,No,No note provided,2025-11-07,Solo
Resting,2025-11-07 23:33:06.626000+00:00,No,No note provided,2025-11-07,Solo
Cuddling,2025-11-08 08:01:47.498000+00:00,Yes,No note provided,2025-11-08,Shared
Cuddling,2025-11-08 08:27:36.017000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 09:03:42.659000+00:00,Yes,No note provided,2025-11-08,Shared
Hiding,2025-11-08 09:46:39.049000+00:00,No,No note provided,2025-11-08,Solo
Resting,2025-11-08 11:23:34.472000+00:00,No,No note provided,2025-11-08,Solo
Interacting,2025-11-08 11:43:51.887000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 13:01:20.645000+00:00,No,No note provided,2025-11-08,Solo
Hiding,2025-11-08 14:34:48.058000+00:00,Yes,No note provided,2025-11-08,Shared
Cuddling,2025-11-08 15:55:29.360000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 17:15:48.994000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 17:38:20.998000+00:00,Yes,No note provided,2025-11-08,Shared
Hiding,2025-11-08 17:54:09.002000+00:00,No,No note provided,2025-11-08,Solo
Eating,2025-11-08 18:16:53.916000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 18:59:27.805000+00:00,Yes,No note provided,2025-11-08,Shared
Eating,2025-11-08 19:05:56.345000+00:00,Yes,No note provided,2025-11-08,Shared
Running,2025-11-08 21:55:19.141000+00:00,Yes,No note provided,2025-11-08,Shared
Resting,2025-11-08 22:54:41.942000+00:00,No,No note provided,2025-11-08,Solo
Interacting,2025-11-09 08:34:46.269000+00:00,Yes,No note provided,2025-11-09,Shared
Resting,2025-11-09 10:38:35.505000+00:00,No,No note provided,2025-11-09,Solo
Resting,2025-11-09 12:10:46.706000+00:00,No,No note provided,2025-11-09,Solo
Resting,2025-11-09 13:26:54.215000+00:00,No,No note provided,2025-11-09,Solo
Playing,2025-11-09 14:26:24.125000+00:00,Yes,No note provided,2025-11-09,Shared
Cuddling,2025-11-09 15:53:22.381000+00:00,Yes,No note provided,2025-11-09,Shared
Eating,2025-11-09 18:39:28.766000+00:00,Yes,No note provided,2025-11-09,Shared
Eating,2025-11-09 19:38:42.290000+00:00,No,No note provided,2025-11-09,Solo
Eating,2025-11-09 19:59:16.201000+00:00,No,Drinking,2025-11-09,Solo
Eating,2025-11-09 20:59:25.142000+00:00,No,No note provided,2025-11-09,Solo
Cuddling,2025-11-09 22:02:03.157000+00:00,Yes,No note provided,2025-11-09,Shared
Cuddling,2025-11-10 07:39:28.786000+00:00,Yes,No note provided,2025-11-10,Shared
Eating,2025-11-10 07:55:32.347000+00:00,Yes,No note provided,2025-11-10,Shared
Resting,2025-11-10 10:42:19.474000+00:00,No,No note provided,2025-11-10,Solo
Resting,2025-11-10 12:06:21.702000+00:00,No,No note provided,2025-11-10,Solo
Resting,2025-11-10 12:50:40.417000+00:00,No,No note provided,2025-11-10,Solo
Playing,2025-11-10 14:16:26.187000+00:00,No,No note provided,2025-11-10,Solo
Resting,2025-11-10 15:48:16.693000+00:00,Yes,No note provided,2025-11-10,Shared
Resting,2025-11-10 16:47:29.920000+00:00,No,No note provided,2025-11-10,Solo
Eating,2025-11-10 18:59:08.618000+00:00,Yes,No note provided,2025-11-10,Shared
Alert,2025-11-10 19:55:25.912000+00:00,Yes,No note provided,2025-11-10,Shared
Eating,2025-11-10 20:37:08.673000+00:00,No,No note provided,2025-11-10,Solo
Resting,2025-11-10 22:54:04.747000+00:00,No,No note provided,2025-11-10,Solo
Interacting,2025-11-11 07:41:56.319000+00:00,Yes,No note provided,2025-11-11,Shared
Eating,2025-11-11 08:12:20.807000+00:00,Yes,No note provided,2025-11-11,Shared
