Behavior,Timestamp,Together,Note,Date,Activity_Type
Exploring,2025-07-10 20:26:07.603000+00:00,No,No note provided,2025-07-10,Solo
Cuddling,2025-07-10 21:46:07.293000+00:00,Yes,No note provided,2025-07-10,Shared
Resting,2025-07-10 22:42:34.664000+00:00,No,No note provided,2025-07-10,Solo
Running,2025-07-11 09:13:09.375000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-11 09:32:41.068000+00:00,Yes,No note provided,2025-07-11,Shared
Hiding,2025-07-11 10:57:49.235000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 12:18:15.269000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-11 13:40:15.591000+00:00,No,No note provided,2025-07-11,Solo
Cuddling,2025-07-11 14:21:03.556000+00:00,Yes,No note provided,2025-07-11,Shared
Resting,2025-07-11 15:06:40.818000+00:00,No,No note provided,2025-07-11,Solo
Resting,2025-07-11 15:54:38.780000+00:00,No,No note provided,2025-07-11,Solo
Eating,2025-07-11 17:33:53.145000+00:00,Yes,No note provided,2025-07-11,Shared
Running,2025-07-11 18:56:49.083000+00:00,Yes,No note provided,2025-07-11,Shared
Grooming,2025-07-11 19:44:46.979000+00:00,Yes,No note provided,2025-07-11,Shared
Exploring,2025-07-11 20:36:34.203000+00:00,No,No note provided,2025-07-11,Solo
Exploring,2025-07-11 22:09:29.389000+00:00,No,No note provided,2025-07-11,Solo
Resting,2025-07-11 22:48:48.490000+00:00,Yes,No note provided,2025-07-11,Shared
Eating,2025-07-12 00:25:05.033000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 09:54:41.491000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 11:14:46.675000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 13:14:03.113000+00:00,Yes,No note provided,2025-07-12,Shared
Exploring,2025-07-12 15:01:35.919000+00:00,No,No note provided,2025-07-12,Solo
Resting,2025-07-12 16:18:39.657000+00:00,No,No note provided,2025-07-12,Solo
Interacting,2025-07-12 18:12:54.613000+00:00,Yes,Asking for food,2025-07-12,Shared
Eating,2025-07-12 19:41:14.026000+00:00,Yes,No note provided,2025-07-12,Shared
Grooming,2025-07-12 20:49:30.711000+00:00,Yes,No note provided,2025-07-12,Shared
Cuddling,2025-07-12 22:34:04.106000+00:00,Yes,No note provided,2025-07-12,Shared
Playing,2025-07-13 07:54:46.498000+00:00,Yes,No note provided,2025-07-13,Shared
Cuddling,2025-07-13 09:05:16.264000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 09:51:31.352000+00:00,No,No note provided,2025-07-13,Solo
Hiding,2025-07-13 11:15:37.803000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 12:58:56.759000+00:00,No,No note provided,2025-07-13,Solo
Exploring,2025-07-13 14:40:08.276000+00:00,No,No note provided,2025-07-13,Solo
Alert,2025-07-13 16:30:26.598000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 17:20:23.748000+00:00,No,No note provided,2025-07-13,Solo
Eating,2025-07-13 17:57:42.170000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 21:14:09.447000+00:00,Yes,No note provided,2025-07-13,Shared
Eating,2025-07-13 22:21:39.673000+00:00,Yes,No note provided,2025-07-13,Shared
Resting,2025-07-13 23:11:26.734000+00:00,No,No note provided,2025-07-13,Solo
Exploring,2025-07-14 07:35:02.773000+00:00,No,No note provided,2025-07-14,Solo
Eating,2025-07-14 09:28:28.995000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 09:56:45.577000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 12:02:18.132000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 12:58:00.525000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 14:09:05.972000+00:00,No,No note provided,2025-07-14,Solo
Resting,2025-07-14 15:55:12.509000+00:00,No,No note provided,2025-07-14,Solo
Cuddling,2025-07-14 17:03:56.057000+00:00,Yes,No note provided,2025-07-14,Shared
Eating,2025-07-14 17:55:34.694000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-14 18:29:15.083000+00:00,Yes,No note provided,2025-07-14,Shared
Playing,2025-07-14 19:07:10.540000+00:00,Yes,The male is trying to mount female,2025-07-14,Shared
Eating,2025-07-14 20:34:20.045000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 21:55:59.432000+00:00,Yes,No note provided,2025-07-14,Shared
Resting,2025-07-14 22:36:25.764000+00:00,Yes,No note provided,2025-07-14,Shared
Cuddling,2025-07-15 06:47:55.536000+00:00,Yes,No note provided,2025-07-15,Shared
Eating,2025-07-15 08:29:03.754000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-07-15 09:08:35.124000+00:00,No,"Close to one another, but different activities",2025-07-15,Solo
Resting,2025-07-15 10:15:56.045000+00:00,No,No note provided,2025-07-15,Solo
Cuddling,2025-07-15 11:07:00.059000+00:00,Yes,No note provided,2025-07-15,Shared
Hiding,2025-07-15 12:22:01.420000+00:00,Yes,Loud rain and thunder outside,2025-07-15,Shared
Resting,2025-07-15 13:57:56.652000+00:00,Yes,Looking very relaxed and content,2025-07-15,Shared
Hiding,2025-07-15 14:43:03.227000+00:00,No,No note provided,2025-07-15,Solo
Hiding,2025-07-15 15:00:32.827000+00:00,No,No note provided,2025-07-15,Solo
Resting,2025-07-15 16:16:39.168000+00:00,No,No note provided,2025-07-15,Solo
Eating,2025-07-15 16:53:56.569000+00:00,No,No note provided,2025-07-15,Solo
